axis_word	orbit_size	weight	rank	signature	case_0_a_mask	case_1_a_mask	case_2_a_mask	case_3_a_mask	case_4_a_mask	case_5_a_mask
053e5b	21	12	10	108	87b4784b774488bb87b4784b774488bb78b478b48844884478b478b48844884488bb774487b4784b88bb774487b4784b77bb77bb78b478b477bb77bb78b478b42d1e2d1eddeeddee2d1e2d1eddeeddeed21e2de122eedd11d21e2de122eedd11221122112d1e2d1e221122112d1e2d1edd1122eed21e2de1dd1122eed21e2de1	07b4784b774400bb07b4784b774400bb78b478b48844004478b478b48844004400bb774487b4704b00bb774487b4704b77bb77bb78b470b477bb77bb78b470b42d0e2d1eddeeddee2d0e2d1eddeeddeed20e2de122eedd00d20e2de122eedd00220022112d1e2d1e220022112d1e2d1edd0022eed21e2de0dd0022eed21e2de0	07b4784b774400b907b4784b774400bb78b478b08044004478b478b48844004400bb774487b4704b00bb774487b4704b77bb77bb78b470b477bb77bb78b470b42d0e2d1eddeeddee2d0e2d1eddeeddeed20e2de122eedd00d20e2de122eedd00220022112d1e2d1e220022010d1e2d1edd0022eed21e2de09d0022eed21e2de0	87b4784b7744000087b4784b7744000078b478048844000078b478048844000088bb774487b4704088bb774487b4704077bb770078b4700077bb770078b470002d1e2d1e00ee00ee2d1e2d1e00ee00eed21e2de122ee0000d21e2de122ee000022112211201e201e22112211201e201edd1122eed21e20e0dd1122eed21e20e0	87b4784b7744000087b4784b7744000078b478048844000078b478048844000088bb774487b4704088bb774487b4704077bb770078b4700077bb770078b470002d1e2d1e00ee00ee2d1e2d1e00ee00eed21e2de122ee0000d21e2de122ee000022112211201e201e22112211201e201edd1122eed21e20e0dd1122eed21e20e0	07b4784b7744000007b4784b7744000078b478048844000078b478048844000000bb774487b4704000bb774487b4704077bb770078b4700077bb770078b470002d0e2d1e00ee00ee2d0e2d1e00ee00eed20e2de122ee0000d20e2de122ee000022002211201e201e22002211201e201edd0022eed21e20e0dd0022eed21e20e0
013463	21	8	10	10b	e1d21e2d1122eedde1d21e2d1122eedd1ed21ed2ee22ee221ed21ed2ee22ee22eedd1122e1d21e2deedd1122e1d21e2d11dd11dd1ed21ed211dd11dd1ed21ed24b784b78bb88bb884b784b78bb88bb88b4784b874488bb77b4784b874488bb77447744774b784b78447744774b784b78bb774488b4784b87bb774488b4784b87	01d21e2d1122aadd01d21e2d1122aadd1ed21ed2ee22aa221ed21ed2ee22aa2200dd1122e1d21a2d00dd1122e1d21a2d11dd11dd1ed21ad211dd11dd1ed21ad24b584b78bb88bb884b584b78bb88bb88b4584b874488bb00b4584b874488bb00445544774b784b78445544774b784b78bb554488b4784b80bb554488b4784b80	01d21e2d1122aadd01d21e2d1122aadd0ed21ed2ee22aa221ed21ed2ee22aa2200dd1122e1d21a2d00dd1122e1d21a2d11dd11dd1ed21ad211dd11dd1ed21ad24b584b78bb88bb884b584b78bb88bb88b4584b874488bb00b4584b874488bb00445544774b784b78445544774b784b70bb554488b4784b80bb554488b4784b80	e1d21e2d1122aa88e1d21e2d1122aa880ed21e82ee22aa001ed21e82ee22aa00eedd1122e1d21a28eedd1122e1d21a2811dd11881ed21a8011dd11881ed21a800b780b78008800880b780b7800880088b4780b8700880000b4780b870088000000770077007800780077007700780070bb770088b0780080bb770088b0780080	e1d21e2d1122aa88e1d21e2d1122aa880ed21e82ee22aa001ed21e82ee22aa00eedd1122e1d21a28eedd1122e1d21a2811dd11881ed21a8011dd11881ed21a800b780b78008800880b780b7800880088b4780b8700880000b4780b870088000000770077007800780077007700780070bb770088b0780080bb770088b0780080	01d21e2d1122aa8801d21e2d1122aa880ed21e82ee22aa001ed21e82ee22aa0000dd1122e1d21a2800dd1122e1d21a2811dd11881ed21a8011dd11881ed21a800b580b78008800880b580b7800880088b4580b8700880000b4580b870088000000550077007800780055007700780070bb550088b0780080bb550088b0780080
02fca7	21	12	10	113	e12de12d11dd11dde12de12d11dd11dd1e2de1d2eedd11221e2de1d2eedd1122ee22ee22e12de12dee22ee22e12de12d1122eedd1e2de1d21122eedd1e2de1d24b87b478bb7744884b87b478bb774488b487b48744774477b487b487447744774488bb774b87b4784488bb774b87b478bb88bb88b487b487bb88bb88b487b487	012d012d11dd00dd012d012d11dd00dd1e2de1d2eedd00221e2de1d2eedd002200220022e12de02d00220022e12de02d1122eedd1e2de0d21122eedd1e2de0d24b07b478bb7744884b07b478bb774488b407b48744004400b407b487440044004400bb774b87b4784400bb774b87b478bb00bb88b480b480bb00bb88b480b480	012d012d11dd00dd012d012d11dd00dd1e2de1d2eedd00221e2de1d2eedd002200220022e12de02d00220022e12de02d1122eedd1e2de0d21122eedd1e2de0d24b07b478bb7744884b07b478bb774488b407b48744004400b407b487440044004400bb774b87b4784400bb774b87b478bb00bb88b480b480bb00bb88b480b480	e12de12d11dd0088e12de12d11dd00881e2de182ee8800001e2de182ee880000ee22ee22e12de028ee22ee22e12de0281122ee881e28e0801122ee881e28e0804b878478887700884b87847888770088848784870000000084878487000000004488887748878078448888774887807888888888808080808888888880808080	e12de12d11dd0088e12de12d11dd00881e2de182ee8800001e2de182ee880000ee22ee22e12de028ee22ee22e12de0281122ee881e28e0801122ee881e28e0804b878478887700884b87847888770088848784870000000084878487000000004488887748878078448888774887807888888888808080808888888880808080	012d012d11dd0088012d012d11dd00881e2de182ee8800001e2de182ee88000000220022e12de02800220022e12de0281122ee881e28e0801122ee881e28e0804b078478887700884b07847888770088840784870000000084078487000000004400887748878078440088774887807888008888808080808800888880808080
022257	21	8	10	11a	b487b48744774477b487b487447744774b87b478bb7744884b87b478bb774488bb88bb88b487b487bb88bb88b487b4874488bb774b87b4784488bb774b87b4781e2de1d2eedd11221e2de1d2eedd1122e12de12d11dd11dde12de12d11dd11dd1122eedd1e2de1d21122eedd1e2de1d2ee22ee22e12de12dee22ee22e12de12d	148714874477007714871487447700774b87b478bb7700884b87b478bb77008811881188b487b08711881188b487b0874488bb774b87b0784488bb774b87b0781e0de1d2eedd11221e0de1d2eedd1122e10de12d11881188e10de12d118811881100eedd1e2de1d21100eedd1e2de1d2ee00ee22e128e128ee00ee22e128e128	148714874477007714871487447700774b87b478bb7700884b87b478bb77008811881188b487b08711881188b487b0874488bb774b87b0784488bb774b87b0781e0de1d2eedd11221e0de1d2eedd1122e10de12d11881188e10de12d118811881100eedd1e2de1d21100eedd1e2de1d2ee00ee22e128e128ee00ee22e128e128	b487b48744770000b487b487447700004b87b408bb0000004b87b408bb000000bb88bb88b487b080bb88bb88b487b0804488bb004b80b0004488bb004b80b0001e2da1d2aadd00221e2da1d2aadd0022a12da12d00880088a12da12d008800881122aadd1a2da0d21122aadd1a2da0d2aa22aa22a028a028aa22aa22a028a028	b487b48744770000b487b487447700004b87b408bb0000004b87b408bb000000bb88bb88b487b080bb88bb88b487b0804488bb004b80b0004488bb004b80b0001e2da1d2aadd00221e2da1d2aadd0022a12da12d00880088a12da12d008800881122aadd1a2da0d21122aadd1a2da0d2aa22aa22a028a028aa22aa22a028a028	148714874477000014871487447700004b87b408bb0000004b87b408bb00000011881188b487b08011881188b487b0804488bb004b80b0004488bb004b80b0001e0da1d2aadd00221e0da1d2aadd0022a10da12d00880088a10da12d008800881100aadd1a2da0d21100aadd1a2da0d2aa00aa22a028a028aa00aa22a028a028
03d6cb	21	12	9	11c	00bb00bb000b000b00bb00bb000b000b00bb0044000b000400bb0044000b000400b000b000bb00bb00b000b000bb00bb00b0004000bb004400b0004000bb00442200dd0002000d002200dd0002000d00dd00dd000d000d00dd00dd000d000d002000d0002200dd002000d0002200dd00d000d000dd00dd00d000d000dd00dd00	00bb00bb000b000b00bb00bb000b000b00bb0044000b000400bb0044000b000400b000b000bb00bb00b000b000bb00bb00b0004000bb004400b0004000bb00442200dd0002000d002200dd0002000d00dd00dd000d000d00dd00dd000d000d002000d0002200dd002000d0002200dd00d000d000dd00dd00d000d000dd00dd00	00bb00bb000b000b00bb00bb000b000b00bb0044000b000400bb0044000b000400b000b000bb00bb00b000b000bb00bb00b0004000bb004400b0004000bb00442200dd0002000d002200dd0002000d00dd00dd000d000d00dd00dd000d000d002000d0002200dd002000d0002200dd00d000d000dd00dd00d000d000dd00dd00	00bb00bb000b000000bb00bb000b000000bb00440000000000bb00440000000000b0000000bb000000b0000000bb0000000000000000000000000000000000002200dd00020000002200dd0002000000dd00dd0000000000dd00dd00000000002000000022000000200000002200000000000000000000000000000000000000	00bb00bb000b000000bb00bb000b000000bb00440000000000bb00440000000000b0000000bb000000b0000000bb0000000000000000000000000000000000002200dd00020000002200dd0002000000dd00dd0000000000dd00dd00000000002000000022000000200000002200000000000000000000000000000000000000	00bb00bb000b000000bb00bb000b000000bb00440000000000bb00440000000000b0000000bb000000b0000000bb0000000000000000000000000000000000002200dd00020000002200dd0002000000dd00dd0000000000dd00dd00000000002000000022000000200000002200000000000000000000000000000000000000
0292c9	21	8	10	125	dd1122eed21e2de1dd1122eed21e2de1221122112d1e2d1e221122112d1e2d1ed21e2de122eedd11d21e2de122eedd112d1e2d1eddeeddee2d1e2d1eddeeddee77bb77bb78b478b477bb77bb78b478b488bb774487b4784b88bb774487b4784b78b478b48844884478b478b48844884487b4784b774488bb87b4784b774488bb	001122ee021e2ce1001122ee021e2ce1221122112d1e2c1e221122112d1e2c1e021e2ce122eecc11021e2ce122eecc112d1e2c1eddeeccee2d1e2c1eddeeccee773377bb783478b4773377bb783478b488337744873478408833774487347840783478b488448844783478b48844884487347840774488008734784077448800	001122ee021e2ce1001122ee021e2ce1221022112d1e2c1e221122112d1e2c1e021e2ce122eecc11021e2ce122eecc112d1e2c1eddeeccee2d1e2c1eddee4cee773277bb783478b4773377bb783478b488337744873478408833774487347840783478b488448844783478b48844084487347840774488008734784077448800	dd1122eed21e2ce0dd1122eed21e2ce0221022102d1e2c00221122102d1e2c00d21e2ce022eecc00d21e2ce022eecc002d1e2c00ddeecc002d1e2c00ddeecc0074bb74bb40b440b474bb74bb40b440b488bb744484b4404088bb744484b4404040b440b40044004440b440b40044004484b440404444000084b4404044440000	dd1122eed21e2ce0dd1122eed21e2ce0221022102d1e2c00221122102d1e2c00d21e2ce022eecc00d21e2ce022eecc002d1e2c00ddeecc002d1e2c00ddeecc0074bb74bb40b440b474bb74bb40b440b488bb744484b4404088bb744484b4404040b440b40044004440b440b40044004484b440404444000084b4404044440000	001122ee021e2ce0001122ee021e2ce0221022102d1e2c00221122102d1e2c00021e2ce022eecc00021e2ce022eecc002d1e2c00ddeecc002d1e2c00ddeecc00743374bb403440b4743374bb403440b488337444843440408833744484344040403440b400440044403440b40044004484344040444400008434404044440000
032329	21	8	10	126	bb774488b4784b87bb774488b4784b87447744774b784b78447744774b784b78b4784b874488bb77b4784b874488bb774b784b78bb88bb884b784b78bb88bb8811dd11dd1ed21ed211dd11dd1ed21ed2eedd1122e1d21e2deedd1122e1d21e2d1ed21ed2ee22ee221ed21ed2ee22ee22e1d21e2d1122eedde1d21e2d1122eedd	11774488147848871177448814784887447744774b784878447744774b784878147848874488887714784887448888774b784878bb8888884b784878bb888888111111dd1e121ed2111111dd1e121ed2ee111122e1121e28ee111122e1121e281e121ed2ee22ee221e121ed2ee22ee22e1121e281122ee88e1121e281122ee88	11774488147848871177448814784887447744774b784878447744774b784878147848874488887714784887448888774b784878bb8888884b784878bb888888111111dd1e121ed2111111dd1e121ed2ee111122e1121e28ee111122e1121e281e121ed2ee22ee221e121ed2ee22ee22e1121e281122ee88e1121e281122ee88	bb774488b4784880bb774488b4784880447744704b784800447744704b784800b478488044888800b4784880448888004b784800bb8888004b784800bb88880010dd10dd08d208d210dd10dd08d208d2eedd1022e0d20828eedd1022e0d2082808d208d28822882208d208d288228822e0d2082800228888e0d2082800228888	bb774488b4784880bb774488b4784880447744704b784800447744704b784800b478488044888800b4784880448888004b784800bb8888004b784800bb88880010dd10dd08d208d210dd10dd08d208d2eedd1022e0d20828eedd1022e0d2082808d208d28822882208d208d288228822e0d2082800228888e0d2082800228888	11774488147848801177448814784880447744704b784800447744704b784800147848804488880014784880448888004b784800bb8888004b784800bb888800101110dd081208d2101110dd081208d2ee111022e0120828ee111022e0120828081208d288228822081208d288228822e012082800228888e012082800228888
03337d	21	12	10	12f	eedd1122e1d21e2deedd1122e1d21e2d11dd11dd1ed21ed211dd11dd1ed21ed2e1d21e2d1122eedde1d21e2d1122eedd1ed21ed2ee22ee221ed21ed2ee22ee22447744774b784b78447744774b784b78bb774488b4784b87bb774488b4784b874b784b78bb88bb884b784b78bb88bb88b4784b874488bb77b4784b874488bb77	00dd112201d21a2d00dd112201d21a2d11dd11dd1ed21ad211dd11dd1ed21ad201d21a2d1122aadd01d21a2d1122aadd1ed21ad2ee22aa221ed21ad2ee22aa22445544774b584b78445544774b584b78bb554488b4584b80bb554488b4584b804b584b78bb88bb884b584b78bb88bb88b4584b804488bb00b4584b804488bb00	00dd112201d21a2d00dd112201d21a2d11dd11dd1ed21ad211dd11dd1ed21ad201d21a2d1122aadd01d21a2d1122aadd1ed21ad2ee20aa221ed21ad2ee22aa22445544774b584b78445504774b584b78bb554488b4584b80bb554488b4584b804b584b78bb88bb884b584b78bb88bb88b4584b804488bb00b4584b804488bb00	eedd1122e1d21a28eedd1122e1d21a2811dd11d81ed21a8011dd11d81ed21a80e1d21a281122aa88e1d21a281122aa881ed21a80ee20aa001ed21a80ee22aa0040774077007800784077007700780078bb774088b0780080bb774088b078008000780078008800880078007800880088b078008000880000b078008000880000	eedd1122e1d21a28eedd1122e1d21a2811dd11d81ed21a8011dd11d81ed21a80e1d21a281122aa88e1d21a281122aa881ed21a80ee20aa001ed21a80ee22aa0040774077007800784077007700780078bb774088b0780080bb774088b078008000780078008800880078007800880088b078008000880000b078008000880000	00dd112201d21a2800dd112201d21a2811dd11d81ed21a8011dd11d81ed21a8001d21a281122aa8801d21a281122aa881ed21a80ee20aa001ed21a80ee22aa0040554077005800784055007700580078bb554088b0580080bb554088b058008000580078008800880058007800880088b058008000880000b058008000880000
014647	21	8	10	13d	ddeeddeed2e1d2e1ddeeddeed2e1d2e122eedd112de1d21e22eedd112de1d21ed2e1d2e122112211d2e1d2e1221122112de1d21edd1122ee2de1d21edd1122ee774488bb784b87b4774488bb784b87b488448844874b874b88448844874b874b784b87b488bb7744784b87b488bb7744874b874b77bb77bb874b874b77bb77bb	00ee00ee02e102e100ee00ee02e102e122eedd112de1d21e22eedd112de1d21e02e102e12211221102e102e1221122112de1d21edd1122ee2de1d21edd1122ee774488bb784b87b4774488bb784b87b488448844874087408844884487408740784b87b488bb7744784b87b488bb774487408740770077008740874077007700	00ee00ee02e102e100ee00ee02e102e122eedd112de1d21e22eedd112de1d21e02e102e12211221102e102e1221122112de1d21edd1122ee2de1d21edd1122ee774488bb784b87b4774488bb784b87b488448844874087408844884487408740784b87b488bb7744784b87b488bb774487408740770077008740874077007700	ddeeddeed2e1d2e0ddeeddeed2e1d2e022eedd102de0d20022eedd102de0d200d2e1d2e022112200d2e1d2e0221122002de0d200dd0022002de0d200dd002200774480bb704b00b4774480bb704b00b480448044004000408044804400400040704b00b400bb0044704b00b400bb004400400040000000000040004000000000	ddeeddeed2e1d2e0ddeeddeed2e1d2e022eedd102de0d20022eedd102de0d200d2e1d2e022112200d2e1d2e0221122002de0d200dd0022002de0d200dd002200774480bb704b00b4774480bb704b00b480448044004000408044804400400040704b00b400bb0044704b00b400bb004400400040000000000040004000000000	00ee00ee02e102e000ee00ee02e102e022eedd102de0d20022eedd102de0d20002e102e02211220002e102e0221122002de0d200dd0022002de0d200dd002200774480bb704b00b4774480bb704b00b480448044004000408044804400400040704b00b400bb0044704b00b400bb004400400040000000000040004000000000
0267e7	21	12	10	152	b478b478448844884b874b87bb77bb774b78b487bb884477b4874b784477bb88bb77bb77b478b478448844884b874b874477bb884b78b487bb884477b4874b781ed2e12dee2211dde12d1ed211ddee22e1d2e1d2112211221e2d1e2deeddeedd11ddee221ed2e12dee2211dde12d1ed2eeddeedde1d2e1d2112211221e2d1e2d	14781478448844884b874b87bb7788774b78b487bb884477b4874b784477888811771177b478b478448844884b8748874477bb884b78b487bb884477b48748781e12e12dee2211dde12d1ed211ddee22e112e1d2112211221e2d1e2dee88ee881111ee221ed2e12dee2211dde12d1ed2ee11eedde1d2e1d2112211221e281e28	14781478448844884b874b87bb7788774b78b487bb884477b4874b784477888811771177b478b478448844884b8748874477bb884b78b487bb884477b48748781e12e12dee2211dde12d1ed211ddee22e112e1d2112211221e2d1e2dee88ee881111ee221ed2e12dee2211dde12d1ed2ee11eedde1d2e1d2112211221e281e28	b478b478448844884b874b87bb7788004b78b487bb884400b4874b0844008800bb77bb77b478b478448844884b8748804477bb884b78b480bb884400b48048001ed2e12dee2200dde12d0ed200dd8822e1d2e1d2002200220e2d0e2d8888888811ddee221ed2e02dee2200dde02d08d2eeddeedde0d2e0d20022002208280828	b478b478448844884b874b87bb7788004b78b487bb884400b4874b0844008800bb77bb77b478b478448844884b8748804477bb884b78b480bb884400b48048001ed2e12dee2200dde12d0ed200dd8822e1d2e1d2002200220e2d0e2d8888888811ddee221ed2e02dee2200dde02d08d2eeddeedde0d2e0d20022002208280828	14781478448844884b874b87bb7788004b78b487bb884400b4874b084400880011771177b478b478448844884b8748804477bb884b78b480bb884400b48048001e12e12dee2200dde12d0ed200dd8822e112e1d2002200220e2d0e2d888888881111ee221ed2e02dee2200dde02d08d2ee11eedde0d2e0d20022002208280828
009a59	21	8	4	164	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0051a7	21	8	9	173	002000200022002200d000d000dd00dd002000d0002200dd00d0002000dd0022002200220002000200dd00dd000d000d002200dd0002000d00dd0022000d00024000b0004400bb00b0004000bb004400b000b000bb00bb0040004000440044004400bb0004000b00bb0044000b000400bb00bb000b000b004400440004000400	002000200022002200d000d000dd00dd002000d0002200dd00d0002000dd0022002200220002000200dd00dd000d000d002200dd0002000d00dd0022000d00024000b0004400bb00b0004000bb004400b000b000bb00bb0040004000440044004400bb0004000b00bb0044000b000400bb00bb000b000b004400440004000400	002000200022002200d000d000dd00dd002000d0002200dd00d0002000dd0022002200220002000200dd00dd000d000d002200dd0002000d00dd0022000d00024000b0004400bb00b0004000bb004400b000b000bb00bb0040004000440044004400bb0004000b00bb0044000b000400bb00bb000b000b004400440004000400	002000200022002200d000d000dd0088002000d00022008800d0002000880000002200220002000200dd00d8000d0008002200d80002000800d80020000800004000b00044008800b000400088000000b000b0008800880040004000000000004400b80004000800b800400008000000b800b800080008004000400000000000	002000200022002200d000d000dd0088002000d00022008800d0002000880000002200220002000200dd00d8000d0008002200d80002000800d80020000800004000b00044008800b000400088000000b000b0008800880040004000000000004400b80004000800b800400008000000b800b800080008004000400000000000	002000200022002200d000d000dd0088002000d00022008800d0002000880000002200220002000200dd00d8000d0008002200d80002000800d80020000800004000b00044008800b000400088000000b000b0008800880040004000000000004400b80004000800b800400008000000b800b800080008004000400000000000
025a29	21	8	9	173	002000200022002200d000d000dd00dd002000d0002200dd00d0002000dd0022002200220002000200dd00dd000d000d002200dd0002000d00dd0022000d00024000b0004400bb00b0004000bb004400b000b000bb00bb0040004000440044004400bb0004000b00bb0044000b000400bb00bb000b000b004400440004000400	002000200022002200d000d000dd00dd002000d0002200dd00d0002000dd0022002200220002000200dd00dd000d000d002200dd0002000d00dd0022000d00024000b0004400bb00b0004000bb004400b000b000bb00bb0040004000440044004400bb0004000b00bb0044000b000400bb00bb000b000b004400440004000400	002000200022002200d000d000dd00dd002000d0002200dd00d0002000dd0022002200220002000200dd00dd000d000d002200dd0002000d00dd0022000d00024000b0004400bb00b0004000bb004400b000b000bb00bb0040004000440044004400bb0004000b00bb0044000b000400bb00bb000b000b004400440004000400	002000200022002200d000d000dd0088002000d00022008800d0002000880000002200220002000200dd00d8000d0008002200d80002000800d80020000800004000b00044008800b000400088000000b000b0008800880040004000000000004400b80004000800b800400008000000b800b800080008004000400000000000	002000200022002200d000d000dd0088002000d00022008800d0002000880000002200220002000200dd00d8000d0008002200d80002000800d80020000800004000b00044008800b000400088000000b000b0008800880040004000000000004400b80004000800b800400008000000b800b800080008004000400000000000	002000200022002200d000d000dd0088002000d00022008800d0002000880000002200220002000200dd00d8000d0008002200d80002000800d80020000800004000b00044008800b000400088000000b000b0008800880040004000000000004400b80004000800b800400008000000b800b800080008004000400000000000
006999	21	8	10	183	e12d1ed211ddee22e12d1ed211ddee22e1d2e1d211221122e1d2e1d211221122ee2211dde12d1ed2ee2211dde12d1ed2eeddeedde1d2e1d2eeddeedde1d2e1d24b874b87bb77bb774b874b87bb77bb774b78b487bb8844774b78b487bb884477448844884b874b87448844884b874b874477bb884b78b4874477bb884b78b487	012d1ed211ddee22012d1ed211ddee2201d201d21122002201d201d211220022002211dde12d1ed2002211dde12d1ed200dd00dde1d2e0d200dd00dde1d2e0d24b074b87bb00bb004b074b87bb00bb004b78b487bb8844004b78b487bb884400440044884b804b80440044884b804b804477bb884b78b4804477bb884b78b480	012d1ed211ddce22012d1ed211ddee2201d201d21122002201d201d211220022002211dde12d1ed2002211dde12d1ed200dd00dde1d2e0d200dd00dde1d2e0d24b074b87bb00bb004b074b87bb00bb004b78b487bb8844004b78b487bb884400440044884b804b80440044884b804b804477bb884b78b4804473bb884b78b480	e12d1e821188ce00e12d1e821188ee00e1d2e18211220000e1d2e18211220000ee221188e1281e80ee221188e1281e80eeddee88e1d2e080eeddee88e1d2e0804b874b87880088004b874b87880088004b788487888800004b788487888800004488448848804880448844884880488044778888487880804473888848788080	e12d1e821188ce00e12d1e821188ee00e1d2e18211220000e1d2e18211220000ee221188e1281e80ee221188e1281e80eeddee88e1d2e080eeddee88e1d2e0804b874b87880088004b874b87880088004b788487888800004b788487888800004488448848804880448844884880488044778888487880804473888848788080	012d1e821188ce00012d1e821188ee0001d201821122000001d201821122000000221188e1281e8000221188e1281e8000dd0088e1d2e08000dd0088e1d2e0804b074b87880088004b074b87880088004b788487888800004b788487888800004400448848804880440044884880488044778888487880804473888848788080
00c7df	21	12	10	183	e12d1ed211ddee22e12d1ed211ddee22e1d2e1d211221122e1d2e1d211221122ee2211dde12d1ed2ee2211dde12d1ed2eeddeedde1d2e1d2eeddeedde1d2e1d24b874b87bb77bb774b874b87bb77bb774b78b487bb8844774b78b487bb884477448844884b874b87448844884b874b874477bb884b78b4874477bb884b78b487	012d1ed211ddee22012d1ed211ddee2201d201d21122002201d201d211220022002211dde12d1ed2002211dde12d1ed200dd00dde1d2e0d200dd00dde1d2e0d24b074b87bb00bb004b074b87bb00bb004b78b487bb8844004b78b487bb884400440044884b804b80440044884b804b804477bb884b78b4804477bb884b78b480	012d1ed211ddce22012d1ed211ddee2201d201d21122002201d201d211220022002211dde12d1ed2002211dde12d1ed200dd00dde1d2e0d200dd00dde1d2e0d24b074b87bb00bb004b074b87bb00bb004b78b487bb8844004b78b487bb884400440044884b804b80440044884b804b804477bb884b78b4804473bb884b78b480	e12d1e821188ce00e12d1e821188ee00e1d2e18211220000e1d2e18211220000ee221188e1281e80ee221188e1281e80eeddee88e1d2e080eeddee88e1d2e0804b874b87880088004b874b87880088004b788487888800004b788487888800004488448848804880448844884880488044778888487880804473888848788080	e12d1e821188ce00e12d1e821188ee00e1d2e18211220000e1d2e18211220000ee221188e1281e80ee221188e1281e80eeddee88e1d2e080eeddee88e1d2e0804b874b87880088004b874b87880088004b788487888800004b788487888800004488448848804880448844884880488044778888487880804473888848788080	012d1e821188ce00012d1e821188ee0001d201821122000001d201821122000000221188e1281e8000221188e1281e8000dd0088e1d2e08000dd0088e1d2e0804b074b87880088004b074b87880088004b788487888800004b788487888800004400448848804880440044884880488044778888487880804473888848788080
039bcb	21	12	10	183	e12d1ed211ddee22e12d1ed211ddee22e1d2e1d211221122e1d2e1d211221122ee2211dde12d1ed2ee2211dde12d1ed2eeddeedde1d2e1d2eeddeedde1d2e1d24b874b87bb77bb774b874b87bb77bb774b78b487bb8844774b78b487bb884477448844884b874b87448844884b874b874477bb884b78b4874477bb884b78b487	012d1ed211ddee22012d1ed211ddee2201d201d21122002201d201d211220022002211dde12d1ed2002211dde12d1ed200dd00dde1d2e0d200dd00dde1d2e0d24b074b87bb00bb004b074b87bb00bb004b78b487bb8844004b78b487bb884400440044884b804b80440044884b804b804477bb884b78b4804477bb884b78b480	012d1ed211ddce22012d1ed211ddee2201d201d21122002201d201d211220022002211dde12d1ed2002211dde12d1ed200dd00dde1d2e0d200dd00dde1d2e0d24b074b87bb00bb004b074b87bb00bb004b78b487bb8844004b78b487bb884400440044884b804b80440044884b804b804477bb884b78b4804473bb884b78b480	e12d1e821188ce00e12d1e821188ee00e1d2e18211220000e1d2e18211220000ee221188e1281e80ee221188e1281e80eeddee88e1d2e080eeddee88e1d2e0804b874b87880088004b874b87880088004b788487888800004b788487888800004488448848804880448844884880488044778888487880804473888848788080	e12d1e821188ce00e12d1e821188ee00e1d2e18211220000e1d2e18211220000ee221188e1281e80ee221188e1281e80eeddee88e1d2e080eeddee88e1d2e0804b874b87880088004b874b87880088004b788487888800004b788487888800004488448848804880448844884880488044778888487880804473888848788080	012d1e821188ce00012d1e821188ee0001d201821122000001d201821122000000221188e1281e8000221188e1281e8000dd0088e1d2e08000dd0088e1d2e0804b074b87880088004b074b87880088004b788487888800004b788487888800004400448848804880440044884880488044778888487880804473888848788080
