axis_word	orbit_size	weight	rank	signature	case_0_a_mask	case_1_a_mask	case_2_a_mask	case_3_a_mask	case_4_a_mask	case_5_a_mask
0037df	21	12	10	2e9	d2e12d1eddee22112d1ed2e12211ddeed21ed21edd11dd112de12de122ee22ee2211ddeed2e12d1eddee22112d1ed2e122ee22eed21ed21edd11dd112de12de187b487b488bb88bb784b784b77447744874b78b4884477bb78b4874b77bb88447744774487b487b488bb88bb784b784b77bb8844874b78b4884477bb78b4874b	02e12d1e0dee22112d1ed2e12211ddee021e021e0d110d112de12de122ee22ee2211ddee02e12d1eddee22112d1ed2e122ee22ee021e021edd11dd112de12de187b487b488bb88bb7840784077447744874b78b4884477bb78b4874077bb88447744774487b487b488b088b07840784077bb8844874b78b4884477b078b48740	02e12d1e0dee22112d1ed2e12211ddee021e021e0d110d112de12de122ee22ee2211ddee02e12d1eddee22112d1ed2e122ee22ee021e021edd11dd112ce129e18794873488bb88bb7840784077447744874b78b4884477bb78b4874077bb88447744774487b487b488b088b07840784077bb8844874b78b4884477b078b48740	d2e02d1eddee22112d00d2e02200ddeed21ed21edd11dd112de02de022ee22ee2210ddeed2e02d1edde022102d00d2e022ee22eed21ed21edd10dd102ce029e08794873488bb88bb7040704077447744874b70b4884477bb70b4004077bb00447744774487b487b480b080b07040704077bb8044874b70b4804470b070b40040	d2e02d1eddee22112d00d2e02200ddeed21ed21edd11dd112de02de022ee22ee2210ddeed2e02d1edde022102d00d2e022ee22eed21ed21edd10dd102ce029e08794873488bb88bb7040704077447744874b70b4884477bb70b4004077bb00447744774487b487b480b080b07040704077bb8044874b70b4804470b070b40040	02e02d1e0dee22112d00d2e02200ddee021e021e0d110d112de02de022ee22ee2210ddee02e02d1edde022102d00d2e022ee22ee021e021edd10dd102ce029e08794873488bb88bb7040704077447744874b70b4884477bb70b4004077bb00447744774487b487b480b080b07040704077bb8044874b70b4804470b070b40040
01b8bf	21	12	10	2f2	b478b478bb77bb774b874b8744884488b4874b78bb8844774b78b4874477bb8844884488b478b478bb77bb774b874b874477bb88b4874b78bb8844774b78b487e12d1ed2ee2211dd1ed2e12d11ddee22e1d2e1d2eeddeedd1e2d1e2d1122112211ddee22e12d1ed2ee2211dd1ed2e12d11221122e1d2e1d2eeddeedd1e2d1e2d	147814781b771b774b874b874488448814874b781b8844774878b4874477bb884488448814781478bb77bb774b874b874477bb8814874b78b88844774878b487e12d1e12ee22111d1ed2e12811ddee22e1d2e1d2eeddeedd1e281e281122112211ddee22e12d1e12ee2211d81ed2e12811221122e1d2e1d2eed8eed81e281e28	147814781b771b774b8743874488448814874b781b8844774878b4874477bb884488448814780478bb77bb774b874b874477bb8814874b78b88844774878b487e12d1e12ee22111d1ed2e12811ddee22e1d2e1d2eeddeedd1e201e281122112211ddee22e12d1e12ee2211d81ed2e12811221122e1c2e1d2eed8eed81e281e28	b478b478bb77bb774b80438044884488b4804b78bb8844774800b4804400bb8844884488b478a478bb70bb704b804b804470bb88b4804b78b88044704800b480e12d1ed2ee2211dd1ed2e02811ddee22e0d2e0d2eeddeedd082008280022002211ddee22e12d1ed2ee2210d81ed2e02810221022e0c2e0d2e8d8e8d808280828	b478b478bb77bb774b80438044884488b4804b78bb8844774800b4804400bb8844884488b478a478bb70bb704b804b804470bb88b4804b78b88044704800b480e12d1ed2ee2211dd1ed2e02811ddee22e0d2e0d2eeddeedd082008280022002211ddee22e12d1ed2ee2210d81ed2e02810221022e0c2e0d2e8d8e8d808280828	147814781b771b774b8043804488448814804b781b8844774800b4804400bb884488448814780478bb70bb704b804b804470bb8814804b78b88044704800b480e12d1e12ee22111d1ed2e02811ddee22e0d2e0d2eeddeedd082008280022002211ddee22e12d1e12ee2210d81ed2e02810221022e0c2e0d2e8d8e8d808280828
033d37	21	12	10	2fb	e1d2e1d2eeddeedd1e2d1e2d11221122e12d1ed2ee2211dd1ed2e12d11ddee2211221122e1d2e1d2eeddeedd1e2d1e2d11ddee22e12d1ed2ee2211dd1ed2e12db4874b78bb8844774b78b4874477bb88b478b478bb77bb774b874b87448844884477bb88b4874b78bb8844774b78b48744884488b478b478bb77bb774b874b87	01d201d20edd0edd1e2d1e2d11221122012d1ed20e2211dd1ad2e12d11ddee221122112201d201d2eeddeedd1e2d1e2d11ddee22012d1ed2ea2211dd1ad2e12db4874b58bb8844574b78b4804477bb88b478b478bb77bb774b804b80448844884477bb88b4874b58bb8844704b78b48044884488b478b478bb70bb704b804b80	01d201d20edd0edd1e2d1e2d11221122012d1ed20e2211dd1ad2e12d11ddee221122112201d201d2eeddeedd1e2d1e2d11ddee22012d1ed2ea2211dd1ad2e12db4874b58bb8844574b78b4804477bb88b478b478bb77bb774b804b80448844884477bb88b4874b58bb8844704b78b48044884488b478b478bb70bb704b804b80	e1d2e1d2eeddeedd1e281e2811221122e1281ed2ee2211dd1a80e1281188ee2211221122e1d2e1d2eed8eed81e281e2811d8ee22e1281ed2ea2011d81a80e128b4874b78bb8844774b78b0804477bb88b078b078bb77bb7700800080008800884477bb88b4874b78bb8840704b78b08040884088b078b078b070b07000800080	e1d2e1d2eeddeedd1e281e2811221122e1281ed2ee2211dd1a80e1281188ee2211221122e1d2e1d2eed8eed81e281e2811d8ee22e1281ed2ea2011d81a80e128b4874b78bb8844774b78b0804477bb88b078b078bb77bb7700800080008800884477bb88b4874b78bb8840704b78b08040884088b078b078b070b07000800080	01d201d20edd0edd1e281e281122112201281ed20e2211dd1a80e1281188ee221122112201d201d2eed8eed81e281e2811d8ee2201281ed2ea2011d81a80e128b4874b58bb8844574b78b0804477bb88b078b078bb77bb7700800080008800884477bb88b4874b58bb8840704b78b08040884088b078b078b070b07000800080
04b97b	21	12	10	300	874b78b477bb8844874b78b477bb8844784b784b88bb88bb784b784b88bb88bb884477bb874b78b4884477bb874b78b477447744784b784b77447744784b784bd21ed21e22ee22eed21ed21e22ee22ee2d1ed2e1ddee22112d1ed2e1ddee2211dd11dd11d21ed21edd11dd11d21ed21e2211ddee2d1ed2e12211ddee2d1ed2e1	074b78b444bb8844074b78b444bb8844784b784b88bb88bb784b784b88bb88bb004477bb844b78b4004477bb844b78b477447744784b784b77447744784b784bd21ed21e22ee22eed21ed21e22ee22ee2d1ed221ddee22002d1ed221ddee2200dd11dd11d21ed21edd11dd11d21ed21e2211dd222d1ed2e02211dd222d1ed2e0	074b78b444bb8844074b78b444bb8844784b784b88bb88bb784b784b88bb88bb004477bb844b78b4004477bb844b78b477447744784b784b77447744784b784bd21ed21e22ee22eed21ed21e22ee22ee2d1ed221ddee22002d1ed221ddee2200dd11dd11d21ed21edd11dd11d21ed21e2211dd222d1ed2e02211dd222d1ed2e0	874b78b444008844874b78b444008844784b784b88008800784b784b88008800884477bb844078b4884477bb844078b477447744784078407744774478407840c21ec21e00ee00eec21ec21e00ee00ee2d1ec2e1ccee00002d1ec2e1ccee0000cc11cc11c01ec01ecc11cc11c01ec01e2211ccee2c1ec0e02211ccee2c1ec0e0	874b78b444008844874b78b444008844784b784b88008800784b784b88008800884477bb844078b4884477bb844078b477447744784078407744774478407840c21ec21e00ee00eec21ec21e00ee00ee2d1ec2e1ccee00002d1ec2e1ccee0000cc11cc11c01ec01ecc11cc11c01ec01e2211ccee2c1ec0e02211ccee2c1ec0e0	074b78b444008844074b78b444008844784b784b88008800784b784b88008800004477bb844078b4004477bb844078b477447744784078407744774478407840c21ec21e00ee00eec21ec21e00ee00ee2d1ec221ccee00002d1ec221ccee0000cc11cc11c01ec01ecc11cc11c01ec01e2211cc222c1ec0e02211cc222c1ec0e0
019929	21	8	10	30a	b4874b784477bb88b4874b784477bb884b874b87bb77bb774b874b87bb77bb77bb884477b4874b78bb884477b4874b78448844884b874b87448844884b874b87e1d2e1d211221122e1d2e1d2112211221ed2e12dee2211dd1ed2e12dee2211ddeeddeedde1d2e1d2eeddeedde1d2e1d211ddee221ed2e12d11ddee221ed2e12d	14874b780077bb8814874b780077bb884b874b87bb77bb774b874b87bb77bb7711884477b0874b7811884477b0874b78448844884b874b87448844884b874b87e1d2e1d211221122e1d2e1d2112211221ed2e10dee2211881ed2e10dee221188eeddeedde1d2e1d2eeddeedde1d2e1d211ddee001ed2e12811ddee001ed2e128	14874b780077bb8814874b780077bb884b874b87bb77bb774b874b87bb77bb7711884477b0874b7811884477b0874b78448844884b874b87448844884b874b87e1d2e1d211221122e1d2e1d2112211221ed2e10dee2211881ed2e10dee221188eeddeedde1d2e1d2eeddeedde1d2e1d211ddee001ed2e12811ddee001ed2e128	b4874b780000bb88b4874b780000bb884b874b87bb00bb004b874b87bb00bb00bb884477b0804b78bb884477b0804b78448844884b804b80448844884b804b80a1d2a1d200220022a1d2a1d2002200221ed2a12daa2200881ed2a12daa220088aaddaadda0d2a0d2aaddaadda0d2a0d211ddaa221ad2a02811ddaa221ad2a028	b4874b780000bb88b4874b780000bb884b874b87bb00bb004b874b87bb00bb00bb884477b0804b78bb884477b0804b78448844884b804b80448844884b804b80a1d2a1d200220022a1d2a1d2002200221ed2a12daa2200881ed2a12daa220088aaddaadda0d2a0d2aaddaadda0d2a0d211ddaa221ad2a02811ddaa221ad2a028	14874b780000bb8814874b780000bb884b874b87bb00bb004b874b87bb00bb0011884477b0804b7811884477b0804b78448844884b804b80448844884b804b80a1d2a1d200220022a1d2a1d2002200221ed2a10daa2200881ed2a10daa220088aaddaadda0d2a0d2aaddaadda0d2a0d211ddaa001ad2a02811ddaa001ad2a028
01aeb7	21	12	10	312	b478b47844884488b478b478448844884b78b487bb8844774b78b487bb884477bb77bb77b478b478bb77bb77b478b4784477bb884b78b4874477bb884b78b487e12d1ed211ddee22e12d1ed211ddee221e2d1e2deeddeedd1e2d1e2deeddeeddee2211dde12d1ed2ee2211dde12d1ed2112211221e2d1e2d112211221e2d1e2d	147814784488448814781478448844884b78b487888844774b78b4878888447711771177b478b47811771177b478b4784477bb884878b4874477bb884878b487e12d1e1211ddee22e12d1e1211ddee221e2d1e2dee88ee881e2d1e2dee88ee88ee221111e12d1ed2ee221111e12d1ed2112211221e281e28112211221e281e28	147814784488448814781478448844884b78b487888844774b78b4878888447711771177b478b47811771177b478b4784477bb884878b4874477bb884878b487e12d1e1211ddee22e12d1e1211ddee221e2d1e2dee88ee881e2d1e2dee88ee88ee221111e12d1ed2ee221111e12d1ed2112211221e281e28112211221e281e28	b478b47844884488b478b478448844884b08b487880044004b08b48788004400bb77bb77b478b478bb77bb77b478b4784400bb884800b4804400bb884800b480e12d0ed200dd8822e12d0ed200dd88220e2d0e2d888888880e2d0e2d88888888ee2200dde02d08d2ee2200dde02d08d200220022082808280022002208280828	b478b47844884488b478b478448844884b08b487880044004b08b48788004400bb77bb77b478b478bb77bb77b478b4784400bb884800b4804400bb884800b480e12d0ed200dd8822e12d0ed200dd88220e2d0e2d888888880e2d0e2d88888888ee2200dde02d08d2ee2200dde02d08d200220022082808280022002208280828	147814784488448814781478448844884b08b487880044004b08b4878800440011771177b478b47811771177b478b4784400bb884800b4804400bb884800b480e12d0e1200dd8822e12d0e1200dd88220e2d0e2d888888880e2d0e2d88888888ee220011e02d08d2ee220011e02d08d200220022082808280022002208280828
05e66d	21	12	10	312	b478b47844884488b478b478448844884b78b487bb8844774b78b487bb884477bb77bb77b478b478bb77bb77b478b4784477bb884b78b4874477bb884b78b487e12d1ed211ddee22e12d1ed211ddee221e2d1e2deeddeedd1e2d1e2deeddeeddee2211dde12d1ed2ee2211dde12d1ed2112211221e2d1e2d112211221e2d1e2d	147814784488448814781478448844884b78b487888844774b78b4878888447711771177b478b47811771177b478b4784477bb884878b4874477bb884878b487e12d1e1211ddee22e12d1e1211ddee221e2d1e2dee88ee881e2d1e2dee88ee88ee221111e12d1ed2ee221111e12d1ed2112211221e281e28112211221e281e28	147814784488448814781478448844884b78b487888844774b78b4878888447711771177b478b47811771177b478b4784477bb884878b4874477bb884878b487e12d1e1211ddee22e12d1e1211ddee221e2d1e2dee88ee881e2d1e2dee88ee88ee221111e12d1ed2ee221111e12d1ed2112211221e281e28112211221e281e28	b478b47844884488b478b478448844884b08b487880044004b08b48788004400bb77bb77b478b478bb77bb77b478b4784400bb884800b4804400bb884800b480e12d0ed200dd8822e12d0ed200dd88220e2d0e2d888888880e2d0e2d88888888ee2200dde02d08d2ee2200dde02d08d200220022082808280022002208280828	b478b47844884488b478b478448844884b08b487880044004b08b48788004400bb77bb77b478b478bb77bb77b478b4784400bb884800b4804400bb884800b480e12d0ed200dd8822e12d0ed200dd88220e2d0e2d888888880e2d0e2d88888888ee2200dde02d08d2ee2200dde02d08d200220022082808280022002208280828	147814784488448814781478448844884b08b487880044004b08b4878800440011771177b478b47811771177b478b4784400bb884800b4804400bb884800b480e12d0e1200dd8822e12d0e1200dd88220e2d0e2d888888880e2d0e2d88888888ee220011e02d08d2ee220011e02d08d200220022082808280022002208280828
02e2fb	21	12	10	31b	e1d2e1d211221122e1d2e1d2112211221ed2e12dee2211dd1ed2e12dee2211ddeeddeedde1d2e1d2eeddeedde1d2e1d211ddee221ed2e12d11ddee221ed2e12db4874b784477bb88b4874b784477bb884b874b87bb77bb774b874b87bb77bb77bb884477b4874b78bb884477b4874b78448844884b874b87448844884b874b87	01d201d21122112201d201d2112211221ed2e12daa2211dd1ed2e12daa2211dd00dd00dde1d2e1d200dd00dde1d2e1d211ddee221ad2e12d11ddee221ad2e12db4874b584477bb88b4874b584477bb884b874b87bb00bb004b874b87bb00bb00bb884455b4874b78bb884455b4874b78448844884b804b80448844884b804b80	01d201d21122112201d201d2112211221ed2e12daa2211dd1ed2e12daa2211dd00dd00dde1d2e1d200dd00dde1d2e1d211ddee221ad2e12d11ddee221ad2e12db4874b584477bb88b4874b584477bb884b874b87bb00bb004b874b87bb00bb00bb884455b4874b78bb884455b4874b78448844884b804b80448844884b804b80	e1d2e1d211221122e1d2e1d2112211221e82e12daa0011881e82e12daa001188eeddeedde1d2e1d2eeddeedde1d2e1d21188ee221a80e1281188ee221a80e128b4870b7800770088b4870b78007700880b870b87000000000b870b8700000000bb880077b0870078bb880077b087007800880088008000800088008800800080	e1d2e1d211221122e1d2e1d2112211221e82e12daa0011881e82e12daa001188eeddeedde1d2e1d2eeddeedde1d2e1d21188ee221a80e1281188ee221a80e128b4870b7800770088b4870b78007700880b870b87000000000b870b8700000000bb880077b0870078bb880077b087007800880088008000800088008800800080	01d201d21122112201d201d2112211221e82e12daa0011881e82e12daa00118800dd00dde1d2e1d200dd00dde1d2e1d21188ee221a80e1281188ee221a80e128b4870b5800770088b4870b58007700880b870b87000000000b870b8700000000bb880055b0870078bb880055b087007800880088008000800088008800800080
015513	21	8	9	31d	00ee00ee000e000e00ee00ee000e000e00ee0011000e000100ee0011000e000100e000e000ee00ee00e000e000ee00ee00e0001000ee001100e0001000ee001188007700080007008800770008000700770077000700070077007700070007008000700088007700800070008800770070007000770077007000700077007700	00ee00ee000e000e00ee00ee000e000e00ee0011000e000100ee0011000e000100e000e000ee00ee00e000e000ee00ee00e0001000ee001100e0001000ee001188007700080007008800770008000700770077000700070077007700070007008000700088007700800070008800770070007000770077007000700077007700	00ee00ee000e000e00ee00ee000e000e00ee0011000e000100ee0011000e000100e000e000ee00ee00e000e000ee00ee00e0001000ee001100e0001000ee001188007700080007008800770008000700770077000700070077007700070007008000700088007700800070008800770070007000770077007000700077007700	00ee00ee000e000e00ee00ee000e000e00ee00110000000000ee00110000000000e000e000ee00ee00e000e000ee00ee0000000000000000000000000000000088007700000000008800770000000000770077000000000077007700000000000000000000000000000000000000000000000000000000000000000000000000	00ee00ee000e000e00ee00ee000e000e00ee00110000000000ee00110000000000e000e000ee00ee00e000e000ee00ee0000000000000000000000000000000088007700000000008800770000000000770077000000000077007700000000000000000000000000000000000000000000000000000000000000000000000000	00ee00ee000e000e00ee00ee000e000e00ee00110000000000ee00110000000000e000e000ee00ee00e000e000ee00ee0000000000000000000000000000000088007700000000008800770000000000770077000000000077007700000000000000000000000000000000000000000000000000000000000000000000000000
005719	21	8	9	333	00200020002200220020002000220022002000d0002200dd002000d0002200dd00220022000200020022002200020002002200dd0002000d002200dd0002000db0004000bb004400b0004000bb00440040004000440044004000400044004400bb0044000b000400bb0044000b00040044004400040004004400440004000400	00200020002200220020002000220022002000d0002200dd002000d0002200dd00220022000200020022002200020002002200dd0002000d002200dd0002000db0004000bb004400b0004000bb00440040004000440044004000400044004400bb0044000b000400bb0044000b00040044004400040004004400440004000400	00200020002200220020002000220022002000d0002200dd002000d0002200dd00220022000200020022002200020002002200dd0002000d002200dd0002000db0004000bb004400b0004000bb00440040004000440044004000400044004400bb0044000b000400bb0044000b00040044004400040004004400440004000400	00200020002200220020002000220022002000d000000088002000d00000008800220022000200020022002200020002002000d800000008002000d800000008b000400088000000b00040008800000040004000000000004000400000000000b800400008000000b80040000800000040004000000000004000400000000000	00200020002200220020002000220022002000d000000088002000d00000008800220022000200020022002200020002002000d800000008002000d800000008b000400088000000b00040008800000040004000000000004000400000000000b800400008000000b80040000800000040004000000000004000400000000000	00200020002200220020002000220022002000d000000088002000d00000008800220022000200020022002200020002002000d800000008002000d800000008b000400088000000b00040008800000040004000000000004000400000000000b800400008000000b80040000800000040004000000000004000400000000000
03bad5	21	12	10	335	dd11dd11d21ed21edd11dd11d21ed21e2211ddee2d1ed2e12211ddee2d1ed2e1d21ed21e22ee22eed21ed21e22ee22ee2d1ed2e1ddee22112d1ed2e1ddee2211884477bb874b78b4884477bb874b78b477447744784b784b77447744784b784b874b78b477bb8844874b78b477bb8844784b784b88bb88bb784b784b88bb88bb	00110011021e021e00110011021e021e2211ddee2c1ed2e12211ddee2c1ed2e1021e021e22ee22ee021e021e22ee22ee2c1ed2e1ccee22112c1ed2e1ccee221188447733874b783488447733874b783477447744784078407744774478407840874b783477bb8844874b783477bb884478407840880088007840784088008800	00110011021e021e00110011021e021e2211ddee2c1ed2e12211ddee2c1ed2e1021e021e22ee22ee021e021e22ee22ee2c1ed2e1ccee22110c1ed2e1ccee221188447733874b783088447733874b783477447744784078407744774478407840874b783477bb8844874b783477bb884478407840880088007840784088008800	dd11dd11d21ed21edd11dd11d21ed21e2210ddee2c00d2e02210ddee2c00d2e0d21ed21e22ee22eed21ed21e22ee22ee2c00d2e0cc0022000c00d2e0cc002200884474bb844b4030884474bb844b40b474447444404040407444744440404040844b40b444bb0044844b40b444bb004440404040000000004040404000000000	dd11dd11d21ed21edd11dd11d21ed21e2210ddee2c00d2e02210ddee2c00d2e0d21ed21e22ee22eed21ed21e22ee22ee2c00d2e0cc0022000c00d2e0cc002200884474bb844b4030884474bb844b40b474447444404040407444744440404040844b40b444bb0044844b40b444bb004440404040000000004040404000000000	00110011021e021e00110011021e021e2210ddee2c00d2e02210ddee2c00d2e0021e021e22ee22ee021e021e22ee22ee2c00d2e0cc0022000c00d2e0cc00220088447433844b403088447433844b403474447444404040407444744440404040844b403444bb0044844b403444bb004440404040000000004040404000000000
04ce7b	21	12	10	335	dd11dd11d21ed21edd11dd11d21ed21e2211ddee2d1ed2e12211ddee2d1ed2e1d21ed21e22ee22eed21ed21e22ee22ee2d1ed2e1ddee22112d1ed2e1ddee2211884477bb874b78b4884477bb874b78b477447744784b784b77447744784b784b874b78b477bb8844874b78b477bb8844784b784b88bb88bb784b784b88bb88bb	00110011021e021e00110011021e021e2211ddee2c1ed2e12211ddee2c1ed2e1021e021e22ee22ee021e021e22ee22ee2c1ed2e1ccee22112c1ed2e1ccee221188447733874b783488447733874b783477447744784078407744774478407840874b783477bb8844874b783477bb884478407840880088007840784088008800	00110011021e021e00110011021e021e2211ddee2c1ed2e12211ddee2c1ed2e1021e021e22ee22ee021e021e22ee22ee2c1ed2e1ccee22110c1ed2e1ccee221188447733874b783088447733874b783477447744784078407744774478407840874b783477bb8844874b783477bb884478407840880088007840784088008800	dd11dd11d21ed21edd11dd11d21ed21e2210ddee2c00d2e02210ddee2c00d2e0d21ed21e22ee22eed21ed21e22ee22ee2c00d2e0cc0022000c00d2e0cc002200884474bb844b4030884474bb844b40b474447444404040407444744440404040844b40b444bb0044844b40b444bb004440404040000000004040404000000000	dd11dd11d21ed21edd11dd11d21ed21e2210ddee2c00d2e02210ddee2c00d2e0d21ed21e22ee22eed21ed21e22ee22ee2c00d2e0cc0022000c00d2e0cc002200884474bb844b4030884474bb844b40b474447444404040407444744440404040844b40b444bb0044844b40b444bb004440404040000000004040404000000000	00110011021e021e00110011021e021e2210ddee2c00d2e02210ddee2c00d2e0021e021e22ee22ee021e021e22ee22ee2c00d2e0cc0022000c00d2e0cc00220088447433844b403088447433844b403474447444404040407444744440404040844b403444bb0044844b403444bb004440404040000000004040404000000000
059b5d	21	12	10	341	d21e2de122eedd112de1d21edd1122ee2d1e2d1eddeeddeed2e1d2e122112211dd1122eed21e2de122eedd112de1d21e221122112d1e2d1eddeeddeed2e1d2e1874b874b77bb77bb78b478b488448844784b87b488bb774487b4784b774488bb88448844874b874b77bb77bb78b478b4774488bb784b87b488bb774487b4784b	021e2de122eedd112de1d21ecc1122ee2d1e2d1eddeeddeed2e1d2e122112211001122eed21e2de122eedd112ce1d21e221122112d1e2d1eddeeddeed2e1d2e1874b874b77bb77bb78b478b488448844784b873488bb774487b4784b7744880088448844874b874b77bb77bb78b478b477448833784b87b488bb774487b47840	021e2de122eedd112de1d21ecc1122ee2d1e2d1eddeeddeed2e1d2e122112211001122eed21e2de122eedd112ce1d21e221122112d1e2d1eddeeddeed2e1d2e1874b874b77bb77bb78b478b488448844784b873488bb774487b4784b7744880088448844874b874b77bb77bb78b478b477448833784b87b488bb774487b47840	d21e2de122eedd112de1d21ecc0022ee2d1e2d1eddeeddeed2e1d2e122002200dd1122eed21e2de122eedd112ce0d21e221122112d1e2d1eddeeddeed2e0d2e0874b874b44bb44bb48b448b400440044784b87b488bb444487b4484b4444000088448844844b844b44bb44bb40b440b4774488bb784b84b488bb444484b44040	d21e2de122eedd112de1d21ecc0022ee2d1e2d1eddeeddeed2e1d2e122002200dd1122eed21e2de122eedd112ce0d21e221122112d1e2d1eddeeddeed2e0d2e0874b874b44bb44bb48b448b400440044784b87b488bb444487b4484b4444000088448844844b844b44bb44bb40b440b4774488bb784b84b488bb444484b44040	021e2de122eedd112de1d21ecc0022ee2d1e2d1eddeeddeed2e1d2e122002200001122eed21e2de122eedd112ce0d21e221122112d1e2d1eddeeddeed2e0d2e0874b874b44bb44bb48b448b400440044784b873488bb444487b4484b4444000088448844844b844b44bb44bb40b440b477448833784b84b488bb444484b44040
004b53	21	8	10	342	b4784b874488bb774b87b478bb7744884b784b78bb88bb88b487b48744774477bb774488b4784b874488bb774b87b478447744774b784b78bb88bb88b487b487e12de12d11dd11dd1ed21ed2ee22ee221e2de1d2eedd1122e1d21e2d1122eeddee22ee22e12de12d11dd11dd1ed21ed21122eedd1e2de1d2eedd1122e1d21e2d	14784b874488bb774b87b478887744884b784b78bb88bb88b487b4874477447711774488b4784b874488bb774887b478447744774b784b78bb88bb88b487b487e12de12d11dd11dd1ed21ed2ee22ee221e2de112eedd1122e1d21e2d1122ee88ee22ee22e12de12d11dd11dd1ed21ed21122ee111e2de1d2eedd1122e1d21e28	14584b874488bb774b87b478887744884b784b78bb88bb88b487b4874477447711774488b4784b874488bb774887b478447744774b784b78bb88bb88b487b487e12de12d11dd11dd1ed21ed2ee22ee221e2de112eedd1122e1d21e2d1122ee88ee22ee22e12de12d11dd11dd1ed21ed21122ee111e2de1d2eedd1122e1d21a28	b4584b874488bb774b87b478880044884b784b78bb88bb88b487b48744004400bb774488b4784b874488bb774880b478447744774b784b78bb88bb88b480b480e12de12d00dd00dd0ed20ed2882288221e2de1d2eedd0022e1d20e2d00228888ee22ee22e02de02d00dd00dd08d208d21122eedd1e2de0d2eedd0022e0d20828	b4584b874488bb774b87b478880044884b784b78bb88bb88b487b48744004400bb774488b4784b874488bb774880b478447744774b784b78bb88bb88b480b480e12de12d00dd00dd0ed20ed2882288221e2de1d2eedd0022e1d20e2d00228888ee22ee22e02de02d00dd00dd08d208d21122eedd1e2de0d2eedd0022e0d20828	14584b874488bb774b87b478880044884b784b78bb88bb88b487b4874400440011774488b4784b874488bb774880b478447744774b784b78bb88bb88b480b480e12de12d00dd00dd0ed20ed2882288221e2de112eedd0022e1d20e2d00228888ee22ee22e02de02d00dd00dd08d208d21122ee111e2de0d2eedd0022e0d20828
05755b	21	12	10	350	874b874b77bb77bb78b478b488448844784b87b488bb774487b4784b774488bb88448844874b874b77bb77bb78b478b4774488bb784b87b488bb774487b4784bd21e2de122eedd112de1d21edd1122ee2d1e2d1eddeeddeed2e1d2e122112211dd1122eed21e2de122eedd112de1d21e221122112d1e2d1eddeeddeed2e1d2e1	074b074b77bb77bb78b478b488448844784b87b488bb774487b4784b444488bb00440044874b874b77bb77bb78b478b4774488bb784b87b488bb774484b4784bd21e2d2122eedd112de1d21edd1122ee2d1e2d1eddeeddeed2e1d2e122002200dd112222d21e2de122eedd112de1d21e221122112d1e2d1eddeeddeed2e0d2e0	074b074b77bb77bb78b478b488448844784b87b488bb774487b4784b444488bb00440044874b874b77bb77bb78b478b4774488bb784b87b488bb774484b4784bd21e2d2122eedd112de1d21edd1122ee2d1e2d1eddeeddeed2e1d2e122002200dd112222d21e2de122eedd112de1d21e221122112d1e2d1eddeeddeed2e0d2e0	874b874b77bb77bb78b478b488448844784b87b4880077448704784b4400880088448844874b874b77bb77bb78b478b4774488bb784087b48800774484007840d21e2de122eecc112de1c21ecc1100ee2d1e2d1ecceecceec2e1c2e100000000dd1122eed21e2ce122eecc112ce1c01e221122112c1e2c1ecceecceec0e0c0e0	874b874b77bb77bb78b478b488448844784b87b4880077448704784b4400880088448844874b874b77bb77bb78b478b4774488bb784087b48800774484007840d21e2de122eecc112de1c21ecc1100ee2d1e2d1ecceecceec2e1c2e100000000dd1122eed21e2ce122eecc112ce1c01e221122112c1e2c1ecceecceec0e0c0e0	074b074b77bb77bb78b478b488448844784b87b4880077448704784b4400880000440044874b874b77bb77bb78b478b4774488bb784087b48800774484007840d21e2d2122eecc112de1c21ecc1100ee2d1e2d1ecceecceec2e1c2e100000000dd112222d21e2ce122eecc112ce1c01e221122112c1e2c1ecceecceec0e0c0e0
015f1f	21	12	9	35c	00bb00bb000b000b004400440004000400bb0044000b0004004400bb0004000b00b000b000bb00bb004000400044004400b0004000bb0044004000b0004400bbdd0022000d0002002200dd0002000d002200220002000200dd00dd000d000d00d0002000dd0022002000d0002200dd002000200022002200d000d000dd00dd00	00bb00bb000b000b004400440004000400bb0044000b0004004400bb0004000b00b000b000bb00bb004000400044004400b0004000bb0044004000b0004400bbdd0022000d0002002200dd0002000d002200220002000200dd00dd000d000d00d0002000dd0022002000d0002200dd002000200022002200d000d000dd00dd00	00bb00bb000b000b004400440004000400bb0044000b0004004400bb0004000b00b000b000bb00bb004000400044004400b0004000bb0044004000b0004400bbdd0022000d0002002200dd0002000d002200220002000200dd00dd000d000d00d0002000dd0022002000d0002200dd002000200022002200d000d000dd00dd00	00bb00bb000b000b004400440004000400bb004400000004004400bb0000000000b000b000bb00bb004000400044004400000040000000440000000000000000dd0022000d0002002200dd00020000002200220002000200dd00dd0000000000d0002000dd002200200000002200000020002000220022000000000000000000	00bb00bb000b000b004400440004000400bb004400000004004400bb0000000000b000b000bb00bb004000400044004400000040000000440000000000000000dd0022000d0002002200dd00020000002200220002000200dd00dd0000000000d0002000dd002200200000002200000020002000220022000000000000000000	00bb00bb000b000b004400440004000400bb004400000004004400bb0000000000b000b000bb00bb004000400044004400000040000000440000000000000000dd0022000d0002002200dd00020000002200220002000200dd00dd0000000000d0002000dd002200200000002200000020002000220022000000000000000000
