family	c	k	pattern	E_cells	C_cells	anomalies	root_sha256
C77partition	13	1	HO	1,5,5,2	12,2,2,12	15,31	4d01465edbd8ba1d50f7faf23aa2eb9b428a049c0abee4f4e2073978a951bfa3
C77partition	13	1	AB	1,5,5,2	12,2,2,12	27,29	9dc62661f3bd56fcc96aa7ee55bff1568cf9dbae1e55d085a16c2a20911a30bc
C77partition	13	2	HO	2,4,4,3	11,3,3,11	15,32	b28589e65509c6ce10c908ea79dc5a558e6afa67e9927d6bdbd915826e8fe1c5
C77partition	13	2	AB	2,4,4,3	11,3,3,11	26,29	993b78e9c63a55cb057408a11789c7d07505976c4dd295cca511bcfb9733777d
C77partition	13	3	HO	3,3,3,4	10,4,4,10	15,33	81763225b36ff2db9f4dcc9e60a0351bb6dc5f08445c9518254a98230014d284
C77partition	13	3	AB	3,3,3,4	10,4,4,10	25,29	00dc63915a5f2ce9d741150a54782fa14b764786a182d03c67d3996375f469de
C77partition	13	4	HO	4,2,2,5	9,5,5,9	15,34	19c9ae77039863134672d2fc867c920ac4b8db172e15ce3dc99a97fad5be5b9f
C77partition	13	4	AB	4,2,2,5	9,5,5,9	24,29	a4666f0f5f257e748edfce04f056026b682d50ee2d01f15b752074e2f12f3597
C77partition	13	5	HO	5,1,1,6	8,6,6,8	15,35	f3117d9a21a30294b137d2810bb5c239c27bba932b469f0f3031fda07e1c20de
C77partition	13	5	AB	5,1,1,6	8,6,6,8	23,29	be5d4b782f100b8bee241f6b211eb163299bc20f4958a50c05baddb86f756f9b
C77partition	13	6	HO	6,0,0,7	7,7,7,7	15,36	54ece4dd3a09de5c2a164c8d0d18571aa1215d73e863579bb75dd455d7883c5f
C77partition	13	6	AB	6,0,0,7	7,7,7,7	22,29	7a67a417688b3e3f10cd9cf0ee8d97125e9d14f8f6bcff3d9fa81ba43df4b148
